features/geometry/type,features/geometry/coordinates/0,features/geometry/coordinates/1,features/type,features/properties/mb_lengte,features/properties/breedte_in_m,features/properties/wgs84_geo_e,features/properties/sunk_in_period,features/properties/bodemdiepte_oud,features/properties/wgs84_geo_n,features/properties/bazoverzicht,features/properties/code_diepte,features/properties/totaal,features/properties/thuishaven,features/properties/opmerkingen,features/properties/mb_30,features/properties/datedredged,features/properties/mb_breedte,features/properties/tonnenmaatbruto,features/properties/codetermote,features/properties/depth_20,features/properties/nationaliteit,features/properties/code_vaargeul,features/properties/bouwjaar,features/properties/vorige_diepten,features/properties/code_lengte,features/properties/length_5,features/properties/opgeruimd_tot_op,features/properties/code_historiek,features/properties/teken_op_kaart,features/properties/lengte_in_m,features/properties/lading,features/properties/code_teken,features/properties/bodemdiepte_aangepast,features/properties/berging_datum,features/properties/termote,features/properties/dredgeddepth,features/properties/mb_strekking,features/properties/holte_in_m,features/properties/wraknummer,features/properties/teken_10,features/properties/gevonden_door,features/properties/opgeruimd_door_firma,features/properties/type_schip,features/properties/totaal_klasse,features/properties/name,features/properties/side_scan,features/properties/multibeam,features/properties/utm_31n_northing,features/properties/fairway_35,features/properties/datefound,features/properties/utm_31n_easting,features/properties/werf,features/properties/gezonken_op,features/properties/bijzondere_opmerkingen,features/properties/eigenaar,features/properties/code_mb,features/properties/hout___staal,features/id
Point,2.908661272427755,51.42667070332241,Feature,u,"14,64","002\xb0 54,520 E",2,"18,30","51\xb0 25,600 N",1992 / 18 - 172,4,"91,00",Glasgow,,30,1992/08/19,,"3510,00",1,16,Brits,4,1906,"10 Wk ; 11,1 Wk__ ;  12,5 Wk__; 17,0 Wk__ GLLWS",2,2.5,150 dm,2,"16,9 Wk__","106,75",-,3,16.86,1959/09/01,241,"17,00",,,B_125_254,7.5,,S.A .Ackermans & Van Haaren en nadien door T.V.B. Norma,Stoomschip,1,SS Dawdon,,,493649.76,35,,5697277.98,"R. Rodger & Co., Port Glasgow",1914/10/05,"De ARDMOUNT, gebouwd in 1906 vaarde op een Britse mijn en zonk ongeveer 3 mijlen oostwaarts van het lichtschip Wandelaar. Het wrak werd in 1959 opgeruimd tot op 150 dm beneden H - vlak. Nadien werden in 1988 opruimingen uitgevoerd door de NORMA en ZEEBRUGGE 1 ( Tijdelijke Vereniging voor Bergingswerken).De streefdiepte was hier 170 dm tov H - vlak. Bij de controlemeting van 16 december 1988 waren er nog hoge stukken aanwezig. De oplevering werd uitgesteld. De opruimingswerkzaamheden werden hervat en  de hoge stukken verwijderd. Op 19 augustus 1992 dregde men met Ter Streep opnieuw het wrak af tot op 170 dm. Brokstukken zijn nog aanwezig maar zeker lager dan 170 dm tov H- lokaal. De overeen gekomen streefdiepte van 170 dm  werd  gehaald. Het wrak werd definitief opgeleverd ( zie BAZ 1992/18-172 ).

Dieptecijfer gewijzigd naar LAT","Ashmount S.S.Co. (Mgrs. A. Hope & Co.), Glasgow Britain",5,staal,240
Point,3.215057826931712,51.362505007134445,Feature,20,,"003\xb0 12,903 E",2,"5,50","51\xb0 21,750 N",1980 / 23 - 126,5,"26,25",-,,0,,,,1,20,-,0,1916,"4,0 Wk , 6,7 Wk , 4,8 Wk__ ,",3,3.75,"6,70 m",1,#,,-,1,6.13,1956/03/26,154,"4,80",,,B_121_312_b,2.5,,Van Gastel,Destroyer,6,HMS NORTH STAR,,,514972.62,0,,5690160.02,-,1918/04/23,"Volgens de BAZ 1925/135a is de lengte van het wrak 74 m. In 1928 werd het wrak vernield tot op 6,70 m ten opzichte van het plaatselijke GLLWS . In 1956 werd het wrak opgeruimd door Van Gastel tot op de omringende bodem.",-,0,staal,154
Point,3.194221304220183,51.3670014050309,Feature,10,"6,40","003\xb0 11,653 E",1,"10,50","51\xb0 22,020 N",1989 / 14 - 110,4,"22,25",Zeebrugge,,0,1989/05/12,,"330,00",1,16,Duits,0,,"6,1 Wk ; 7,7 Wk ; 7,2 Wk ; 7,9 Wk ;",3,3.75,bodem,1,#,"61,10",,1,13.36,,163,"10,50",,"2,30",B_122_311_b,2.5,,"TVB ""Norma""",Torpedoboot,6,Torpedoboot A.58,,,513520.63,0,,5690656.02,"Vulcan Stettin, Duitsland",1918/08/16,"Deze Duitse torpedoboot of kustjager A58 was op een mijn gelopen op 18 augustus 1918. In 1928 werd het wrak vernield tot op 7,7 m tov H-vlak. In 1988 werd het wrak volledig opgeruimd tot op de bodem door de Tijdelijke Vereniging Bergingswerken. Het schip werd herkend aan de opschriften van het schroef.",Duitse Kriegsmarine Torpedo division II.4,0,Staal,163
Point,2.88690524539028,51.255023032873446,Feature,u,,"002\xb0 53,214 E",1,"7,50","51\xb0 15,301 N",1990 / 15 - 106,5,"63,75",Oostende,,30,,,"109,00",1,20,Duits,1,,"5,5 Wk__",2,2.5,bodem,1,#,,Vier mijnen,1,7.58,,88,"5,50",,,B_115_253_c,2.5,,TV Bergingswerken NORMA,Torpedoboot,3,Torpedoboot A.10,,,492107.77,8.75,,5678191.11,"AG. Vulcan, Hamburg, Duitsland",,Opgeruimd wrak ge\xefdentificeerd als A.10 Duitse torpedoboot WO 1.,"Duitse Kriegmarine, Oostende",5,Staal,87
Point,2.564905629684394,51.14957306421711,Feature,u,,"002\xb0 33,894 E",2,"13,30","51\xb0 08,974 N",1993 / 09 - 093,4,59.75,Boulogne,,30,1990/06/19,,,1,16,Frans,1,1902,"8,9 Wk , 9,1 Wk__ , 9,4 Wk__",2,2.5,bodem,1,#,"37,40",-,1,12.6,,10,,,,B_109_233,2.5,,"Tijdelijke Vereniging van Bergingswerken ""Norma""",Treiler,4,MARIE,,,469567.93,8.75,,5666548.18,-,1915/02/20,"De Marie was een Franse gewapende stoomtreiler, en op 20 februari 1915 op mijnveegopdracht toen hij in aanvaring kwam met een losdrijvende Britse mijn.

Het wrak werd opgeruimd door de Tijdelijke Vereniging Bergingswerken met de Norma in 1988 en definitief opgeleverd in 1993.",Franse marine,5,Staal,67
Point,2.333204367003817,51.44657924029531,Feature,25,,"002\xb0 19,992 E",0,"17,00","51\xb0 26,795 N",1997 / 05 - 069,4,36.00,,,0,,3,,1,16,Duits,1,,"13,1 Wk GLLWS",3,3.75,,1,"13,0 Wk",,12 mijnen,3,14.04,,245,,136,,B_126_220,7.5,,-,Duikboot,6,UBIII,,2018/08/29,453662.03,8.75,,5699698.96,,,"Duitse duikboot uit eerste wereldoorlog.

Dit wrak ligt op een onregelmatige bodem . Van het diepste punt in de erosieput tot het hoogste punt van het wrak, meten we 3,80 m in positie 5 699 694 Y en 453 667 X.

B_126_220

Midden 51\xb0 26'.795 - 002\xb0 19'.992
Pt_01  51\xb0 26'.800 - 002\xb0 19'.996
Pt_02  51\xb0 26'.792 - 002\xb0 19'.994

Dieptecijfer gewijzigd naar LAT",,0,Staal,244
Point,2.829847383720733,51.27740709438252,Feature,"40,83",,"002\xb0 49,791 E",1,"9,00","51\xb0 16,644 N",1996 / 17 - 129,4,"43,25",Oostende,,6,,"7,50","499,00",1,16,Nederlands,1,1940,"5,7 Wk; 05,2 Wk__ GLLWS",4,5,,3,"05,1 Wk__",,-,3,11.04,,100,"5,20","20,70",,B_116_249_a,7.5,,,Koopvaardijschip,5,WESTERBROEK/Sperrbrecher 142,,2006/09/22,488131.8,8.75,,5680688.09,"E.J. Smit & Zn., Westerbroek, Nederland (bouwnummer 661)",1942/09/15,"Het schip werd in 1940 gebouwd, overgenomen door de invallende Duitsers in 1941 en onder gebracht in het vierde Sperrbrecher Flotille onder nummer 142. Op 15 september 1942 liep het schip op een mijn en zonk.

B_116_249

Midden 51\xb0 16'.644 - 002\xb0 49'.791
Pt_01  51\xb0 16'.655 - 002\xb0 49'.799
Pt_02  51\xb0 16'.634 - 002\xb0 49'.787

Dieptecijfer gewijzigd naar LAT","4M Sperrbrecherflotille Duitsland, basis Oostende",1,staal,99
Point,2.687729023735542,51.28344466596296,Feature,69,"8,50","002\xb0 41,264 E",2,"19,20","51\xb0 17,007 N",1996 / 17 - 129,3,"39,25",-,,6,1988/08/18,"10,00","537,00",1,12,Brits,1,1899,"15,7 Wk __ GLLWS",4,5,,3,"15,6 Wk __","78,00",-,3,20.08,,105,"15,70","85,00",,B_117_241_a,7.5,,-,Stoomschip (raderboot),6,WAVERLEY,,2014/09/18,478221.87,8.75,,5681392.08,"A. & J. Inglis,  Great-Britain",1940/05/29,"De Waverley werd bij het begin van de tweede wereldoorlog uitgerust als mijnenveger. Op 28 mei 1940, tijdens de evacuatie van de Britse troepen, werd het schip aangevallen.

B_117_241

Midden 51\xb0 17'.007 - 002\xb0 41'.264
Pt_01  51\xb0 17'.010 - 002\xb0 41'.270
Pt_02  51\xb0 17'.006 - 002\xb0 41'.256

Dieptecijfer gewijzigd naar LAT","Londen, Midland & Scottish Railway Co. Ltd.,  Great-Britain",1,Staal,104
Point,2.722671042413351,51.37882934302257,Feature,45,"9,00","002\xb0 43,360 E",2,"24,00","51\xb0 22,730 N",2014 / 13 - 203,3,"39,25",,,6,1983/12/13,"9,17",,1,12,brit,1,1917,"17,2 Wk ; 17,5 Wk__ GLLWS",4,5,,3,"17,4 Wk__","103,00",,3,20.69,,188,"17,50","224,22","2,90",B_122_243_b1,7.5,,-,Destroyer,6,WAKEFUL (1\xb0deel),,2015/08/21,480698.85,8.75,,5691990.01,Clyde bank,1940/05/29,"De WAKEFUL, met 600 militairen aan boord op weg van Bray Dunes naar Engeland, werd in de nacht van 28 op 29 mei 1940 getorpedeerd. De Duitse S30 (E-boot), onder leiding van  Lt Zimmerman torpedeerde de Wakeful in het midden van het schip. Met volle vaart  brak de destroyer  in twee stukken. In nauwelijks 15 seconden verdween het schip met 600 man onder de golven. Mislukte reddingsacties met de NAUTILUS, GRAFTON, LYDD en COMFORT maakten de tragedie nog erger. 
Het wrak van de Wakeful en Grafton werden door de Britse autoriteit erkend als ""WAR GRAVE"". Het wrak ligt in 2 stukken (zie B122/243 b2).

Aanbrengen de tekst “Historic Wk” in magenta kleur  

De twee delen van het scheepswrak HMS Wakeful respectievelijk in positie 
51\xb022,730’N 002\xb043,360’E en 51\xb022,711’N 002\xb043,350’E.
(122/243b1 en 122/243b2 Vlaamse Hydrografie) zijn door de gouverneur van West-Vlaanderen als cultureel erfgoed onder water erkend. (06/06/2014)

B_122_243_b1

Midden 51\xb0 22'.730 - 002\xb0 43'.360
Pt_01  51\xb0 22'.739 - 002\xb0 43'.372
Pt_02  51\xb0 22'.722 - 002\xb0 43'.346

Dieptecijfer gewijzigd naar LAT",Roal Navy Great - Britain,1,staal,188
Point,2.721993848945718,51.30794431033107,Feature,77,"10,30","002\xb0 43,320 E",2,"22,00","51\xb0 18,477 N",1990 / 16 - 109,4,"43,25",-,,6,1990/07/31,"10,50","1935,00",1,16,Brits,1,1935,"16,0 Wk__ GLLWS",4,5,,4,"15,9 Wk__","83,00",-,3,18.93,,122,"16,30","74,00","2,70",B_118_243,7.5,,-,Stoomschip,5,QUEEN OF THE CHANNEL,,2014/09/18,480621.85,8.75,,5684107.06,"W. Denny & Bros.,  Great-Britain",1940/05/28,"De Queen of the Channel, een pakketboot van 1935 en ingeschakeld tijdens de evacuatie van Britse troepen te Duinkerke, zonk op 28 mei 1940.

B_118_243

Midden 51\xb0 18'.477 - 002\xb0 43'.320
Pt_01  51\xb0 18'.484 - 002\xb0 43'.354
Pt_02  51\xb0 18'.471 - 002\xb0 43'.303

Dieptecijfer gewijzigd naar LAT",General Steam Navigation Company,1,Staal,121
Point,2.598183478170456,51.39109321642484,Feature,"31,67",,"002\xb0 35,891 E",1,"26,90","51\xb0 23,466 N",1987 / 24 - 155,3,"56,75",-,,6,1987/07/01,"10,00",,1,12,,3,,"22,5 Wk__ GLLWS",4,5,-,3,"22,0 Wk__",,-,3,25.03,,205,"22,80","116,57",,B_123_235,7.5,,-,,4,KW 58 Hendericus,,2015/05/10,472042.44,26.25,,5693394,-,,"B_123_235

Midden  51\xb0 23'.466 - 002\xb0 35'.891
Pt_01   51\xb0 23'.467 - 002\xb0 35'.908
Pt_02   51\xb0 23'.467 - 002\xb0 35'.880

Dieptecijfer gewijzigd naar LAT",,1,Staal,205
Point,2.786703775078995,51.38011327687404,Feature,"79,17","17,00","002\xb0 47,202 E",2,"17,00","51\xb0 22,807 N",1997 / 05 - 069,4,"61,25",,,24,1993/04/22,"12,50","7176,00",1,16,Amerikaans,1,1943,"zichtbaar LW , +++ , 15,5 Wk; 15,0 Wk__ GLLWS",4,5,-,4,"14,9 Wk__","128,00",ballast,3,16.37,,190,"15,30","126,87","10,60",B_122_247,7.5,,-,Liberty,3,ROBERT L.VANN,,1996/05/21,485155.72,8.75,,5692117.89,"New England S.B. Corp., Portland, M.E.",1945/03/01,"Vergaan door mijnontploffing. Opgeruimd wrak in 1952 door de Britse admiraliteit  HMS  STEEPHOLM en afgedregd in 1953 door HMS Shackleton. In het onderzoek van 21/05/1996 werd vastgesteld dat er nog verscheidene brokstukken aanwezig zijn. De grootste bevindt zich, volgens de singlebeam opnamen, in positie 485 157 m X en 5 692 122 Y.
Dit stuk steekt nog 2,65 m boven de omringende bodem uit. 
Volgens de multibeam opnamen ligt er een hoger stuk in positie 485 139 X en 5 692 112 Y .( is geconverteerd naar WGS84)

B_122_247

Midden  51\xb0 22'.807 - 002\xb0 47'.202
Pt_01   51\xb0 22'.820 - 002\xb0 47'.177
Pt_02   51\xb0 22'.792 - 002\xb0 47'.230

Dieptecijfer gewijzigd naar LAT","U.S. War.Shipping  Administration, Portland, USA",4,staal,190
Point,2.658781469606482,51.151422263927714,Feature,82,"9,00","002\xb0 39,527 E",2,"4,80","51\xb0 09,085 N",1996 / 17 - 129,5,41.25,-,,0,1988/04/28,12,"1100,00",1,20,Brits,1,1918,"zichtbaar LW , 01,6 Wk__ GLLWS",4,5,-,3,"1,4 Wk__","95,00",-,3,2.84,,11,"1,60",309,"3,00",B_109_239a,7.5,Ter Streep,-,Destroyer,5,HMS  WHITLEY,,2018/07/24,476134.88,8.75,,5666719.18,"Doxford,  Great-Britain",1940/05/19,De HMS WHITLEY werd op 19 mei 1940 aangevallen door de Duitse luchtmacht tussen Nieuwpoort en Oostende. Dit oorlogsschip was \xe9\xe9n van de vele V&W -class Destroyers. Het werd gebouwd in 1918 met zeer krachtige stoomturbines (27000 pk). Daarmee kon men een snelheid van 34 knopen of 63 km per uur halen. Duikersonderzoek uitgevoerd door TV Bergingswerken. Het wrak wordt door de Britse autoriteit erkend als WAR GRAVE.,Royal Navy -  Great-Britain,0,Staal,68
Point,2.614917019190747,51.334877920772165,Feature,"93,33","14,50","002\xb0 36,895 E",2,"22,00","51\xb0 20,093 N",1996 / 17 - 129,4,"43,25",,,6,1986/07/04,"20,83","3256,00",1,16,Let,1,1913,"13 Wk__ ; 12,6 Wk__ GLLWS",4,5,126 dm,4,"12,5 Wk__","100,00",Lood en tin,3,15.48,1963/04/06,133,"12,60","63,08","6,80",B_120_237,7.5,,Smit Tak's Internationaal   Bergingsbedrijf,Stoomschip,5,SIGURD FAULBAUMS,,2015/03/12,473173.9,8.75,,5687136.04,"J. Blumer & Co., Sunderland",1940/05/22,"Het wrak werd opgeruimd tot 126 dm. Belangrijke hoge stukken liggen nog op de bodem. Zie  echolood  van 17/10/1995, vanuit de wrakput tot het hoogste  punt meten we nog steeds 9,50 m in de positie X  473.328 en Y 5.687.359 Gebouwd in 1913 als DINGLE BANK  , Dingle shipping C\xb0 - Liverpool Britain. In 1914 tot 1932 als ANGLET , Plisson & C\xb0 - Bayonne France. Van 1932 tot 1937 als NORDEFLINGE , Constants Ltd -Londen Britain.  In 1937 tot 1940 als SIGURD FAULBAUMS , James Siering & C\xb0 RIGA . Op 10 mei opge\xebist door de Belgische Staat en gemeerd te Zeebrugge met motordefekt. Op 22 mei 1940 werd het schip gesleept naar Engeland door de Belgische sleeper GRAAF VISART . Onderweg werd de SIGURD FAULBAUMS tot zinken gebracht door de duitse onderzee\xebr U 9.

B_120_237

Midden 51\xb0 20'.093 - 002\xb0 36'.895
Pt_01  51\xb0 20'.097 - 002\xb0 36'.937
Pt_02  51\xb0 20'.088 - 002\xb0 36'.859","Max Faulbaum Steamship Line, Sunderland",1,Staal,132
Point,3.049637878960843,51.391183289840036,Feature,54,"17,40","003\xb0 02,978 E",2,"11,60","51\xb0 23,471 N",1997 / 05 - 069,5,"65,25",,,24,1988/04/26,"19,00","7176,00",1,20,,1,1943,"zichtbaar bij LW , 2,5 Wk__ 05,2 Wk__ GLLWS",4,5,,4,"05,1 Wk__","128,62",,3,7.82,,206,"5,20","10,00",,B_123_303_a,7.5,,,Liberty,3,SANSIP ( 2e deel ),,1998/01/12,503453.7,8.75,,5693328.58,"Bethlehem Fairfield Shipyard Inc., Baltimore, Indiana",1944/12/07,"Gezonken na mijnexplosie op 7 december 1944 op 1 mijl  noordwesten  van  de NF11 boei. De overlevenden werden opgepikt door HMS Kernot.  Het schip ligt duidelijk in 2 stukken en niet in \xe9\xe9n lijn( zie Multi Beam opname ). In 1965 op 4 augustus stootte het nederlands schip de NEUTRON op het wrak van de SANSIP en zonk ongeveer een twintigtal minuten later. Volgens de vereniging ""Zeevaart"" was op verzoek van de verzekeringsmaatschappij op en in de positie 51\xb0 23' 32'' N en 003\xb0 02' 52'' E een duikersonderzoek uitgevoerd in 1965. Het wrak van de NEUTRON werd niet gevonden . Dit bevestigt het vermoeden dat de 2 wrakstukken enkel tot de SANSIP toebehoren. In dit geval zou de NEUTRON westelijker moeten liggen. Op 11 september 1997 is het vissersschip N 12 ""ARTHUR"" vastgeslagen  op de wrakresten van de SANSIP. Hierbij werd na een poging het schip los te maken , averij opgelopen. Na anderhalf uur is het schip gezonken nagenoeg op de SANSIP. Alle bemanningsleden werden gered. zie dossier B 123/303 c).

Dieptecijfer gewijzigd naar LAT",Ministery Of War Transport USA: New Zeeland Shipping Co. Ltd,4,Staal,206
Point,2.728500048201761,51.41117772890668,Feature,"47,5","9,45","002\xb0 43,710 E",2,"22,00","51\xb0 24,671 N",1997 / 05 - 069,4,"43,25",,,6,1993/04/22,"10,00","560,00",1,16,Brits,1,,"17,4 Wk; 17,3 Wk__ GLLWS",4,5,,3,"17,2 Wk__","58,52","1.044 5"" rockets",3,17.33,,226,"17,30","66,67","1,65",B_124_243,7.5,,,LCT(R)-III,5,LCT. 457 (R),,2007/05/15,481117.85,8.75,,5695585.99,,1944/11/05,"De LCT (R) 457 , wat betekent Landing Craft Tanks Rocket, liep op 5 november 1944 op een mijn .

B_124_243

Midden 51\xb0 24'.671 - 002\xb0 43'.710
Pt_01  51\xb0 24'.678 - 002\xb0 43'.730
Pt_02  51\xb0 24'.668 - 002\xb0 43'.694

Dieptecijfer gewijzigd naar LAT",U.S.A. (lend leased),1,Staal,226
Point,2.679262301998065,51.257659558357844,Feature,"41,67","17,30","002\xb0 40,756 E",2,"10,70","51\xb0 15,460 N",1988 / 19 - 117,5,"47,25",-,,6,1988/08/03,"12,50","2750,00",1,20,Brits,1,1942,"zichtbaar bij LW ; 3,8 Wk__ ; 6,4 Wk__ GLLWS",4,5,,3,"06,3 Wk__","109,00","Vrachtwagens,  jeeps en oorlogsmateriaal",3,8.62,,90,"6,40","127,97","2,75",B_115_240,7.5,,-,LST Landing Ship Tanks,5,LST. 420,,2007/06/05,477618.87,8.75,,5678527.1,,1944/11/07,"Het schip vaarde op een mijn en brak in 2 stukken . Het boegdeel werd opgeruimd in 1990 door TV Bergingswerken  zie dossier B 115/241.

B_115_240

Midden  51\xb0 15'.460 - 002\xb0 40'.756
Pt_01   51\xb0 15'.469 - 002\xb0 40'.746
Pt_02   51\xb0 15'.450 - 002\xb0 40'.767

Dieptecijfer gewijzigd naar LAT",U.S.A.,1,Staal,89
Point,3.050610169693944,51.39183406710245,Feature,67,"17,40","003\xb0 03,037 E",2,"11,50","51\xb0 23,510 N",1998 / 03 - 059,5,"65,25",,,24,1988/04/26,"19,00","7176,00",1,20,,1,1943,"zichtbaar bij LW , 2,5 Wk__ , 03,5 Wk__ GLLWS",4,5,,4,"03,4 Wk__","128,62",,3,7.62,,207,"3,50","52,00",,B_123_303_b,7.5,,,Liberty,3,SANSIP ( 1e deel ),,1998/01/12,503521.3,8.75,,5693401,"Bethlehem Fairfield Shipyard Inc., Baltimore, Indiana",1944/12/07,"Gezonken na mijnexplosie op 7 december 1944 op 1 mijl  noordwesten  van  de NF11 boei. De overlevenden werden opgepikt door HMS Kernot.  Het schip ligt duidelijk in 2 stukken en niet in \xe9\xe9n lijn( zie Multi Beam opname ). In 1965 op 4 augustus stootte het nederlands schip de NEUTRON op het wrak van de SANSIP en zonk ongeveer een twintigtal minuten later. Volgens de vereniging ""Zeevaart"" was op verzoek van de verzekeringsmaatschappij op en in de positie 51\xb0 23' 32'' N en 003\xb0 02' 52'' E een duikersonderzoek uitgevoerd in 1965. Het wrak van de NEUTRON werd niet terug gevonden . Dit bevestigd het vermoeden dat de 2 wrakstukken enkel tot de SANSIP toebehoren. In dit geval zou de NEUTRON westelijker moeten liggen.Op 11 september 1997 is het vissersschip N 12 ""ARTHUR"" vastgeslagen  op de wrakresten van de SANSIP. Hierbij werd na een poging het schip los te maken , averij opgelopen. Na anderhalf uur is het schip gezonken nagenoeg op de SANSIP. Alle bemanningsleden werden gered. (zie dossier B 123/303 c).

Dieptecijfer gewijzigd naar LAT",Ministery Of War Transport USA: New Zeeland Shipping Co. Ltd,4,Staal,207
Point,3.073763336698534,51.378747639561645,Feature,"71,67","17,30","003\xb0 04,426 E",2,"9,20","51\xb0 22,725 N",1986 / 26 - 143,5,"47,25",-,,6,,"20,83","7176,00",1,20,Brits,1,1943,"zichtbaar bij LW , 10,0 Wk , 2,2 Wk__ GLLWS",4,5,,4,"02,1 Wk__","128,60",Oil fuel,3,7.27,,187,"2,20","149,45",,B_122_304_a,7.5,,,Liberty,5,SAMVURN  (w.-deel),,2007/05/16,505133.69,8.75,,5691947.01,"Bethlehem Fairfield, Baltimore, USA",1945/01/18,"Gezonken na een mijnexplosie  nabij NF 11 op 18 januari 1945 . Het schip vaarde in konvooi  van Antwerpen naar Londen. Bij deze ramp stierven 7 bemanningsleden en 9 soldaten, 41 overlevenden werden door HMLS T239 opgepikt. Zie afschrift van de verklaring van 23 januari 1945 van zeeloods J. Van Huyse.

Dieptecijfer gewijzigd naar LAT",MOWT on bare boat charter from USA: Thomson & Co. Mgrs.,1,Staal,187
Point,2.840712572326571,51.36089470985538,Feature,125,"16,00","002\xb0 50,443 E",2,"20,30","51\xb0 21,654 N",1996 / 15 - 121,4,"61,25",-,,24,1961/01/17,"20,00","7061,00",1,16,Brits,1,1943,"gevaarlijk voor bovenscheepvaart ; 8,5 Wk__ ; 15 Wk__ GLLWS",4,5,150 dm GLL,4,"14,9 Wk__","124,00",ballast,3,18.38,,152,"15,00","10,23","10,00",B_121_250_a,7.5,,Ackermans & Van Haaren,Liberty,3,EMPIRE FAITH,,1996/05/21,488909.8,8.75,,5689971.03,"Readhead & Sons Ltd., South Shields,  Great-Britain",1945/01/02,"Het SSS-onderzoek bevestigt de aanwezigheid van 2 wrakken : het eerste in positie 51 21 44 N - 02 50 34 E  met een  lengte 124 m en  breedte 18 m  (EMPIRE FAITH of EMPIRE PATH) ; het tweede : in positie 5121 40 N -  02 50 32 E met een lengte 52 m en een breedte van 9 m ( EMERAUDE ). Zie BAZ nr 39-154  van 1953 en ook dossier  B 122/251

B_121_250_a

Midden 51\xb0 21'.654 - 002\xb0 50'.443
Pt_01  51\xb0 21'.689 - 002\xb0 50'.454
Pt_02  51\xb0 21'.622 - 002\xb0 50'.435

Dieptecijfer gewijzigd naar LAT","M.O.W.T. (Mgrs. Moller Line Ltd.),  Great-Britain",4,Staal,152
Point,3.216531176861503,51.369134575284384,Feature,"37,5","13,40","003\xb0 12,992 E",2,"11,00","51\xb0 22,148 N",1997 / 05 - 069,5,"65,25",,,24,1993/04/23,"12,50","2156,00",1,20,Deens,1,1916,"1,6 Wk ; 4,8 Wk ; +++ ; 7,2 Wk",4,5,,4,"06,9 Wk__","88,40",1.500 t. ijzer,3,8.81,1956/05/01,169,"6,90","25,33","5,75",B_122_313_b,7.5,,Van den Tak's Bergingsbedrijf,Vrachtschip,3,GORM,,1995/09/21,515073.02,8.75,,5690897.6,Nylands Vaerkstad Oslo Norvege,1940/05/13,"Het schip, onderweg van Antwerpen naar Engeland, werd door de onderze\xeber U9 tot zinken gebracht op 13 mei 1940. Het wrak werd in mei 1956 met explosieven bewerkt . Nadien werd het opgeruimd en op 14 december 1964 werd er tot de definitieve oplevering overgegaan. Uit de metingen van 21/09/95  blijken nog stukken aanwezig te zijn die tot 3 m boven de omringende bodem uit steken.

Dieptecijfer ongewijzigd in LAT",Det Forenede Dampskibs Selskab A / S Copenhagen Danmark,4,Staal,169
Point,2.885777772953244,51.40337978912285,Feature,155,"17,40","002\xb0 53,147 E",2,"15,70","51\xb0 24,203 N",1997 / 05 - 069,4,"61,25",Baltimore,,24,1963/06/06,"33,00","7219,00",1,16,Brits,1,1943,"zichtbaar ;  5,6 Wk ; 15 Wk__ GLLWS",4,5,15 m GLLWS,4,"14,9 Wk__","129,00",oorlogsmaterialen,3,14.13,1962/09/01,220,"15,00","118,05",,B_124_253,7.5,,Ackermans & Van Haaren,Liberty,3,SAMPA,,1995/05/05,492054.77,8.75,,5694689.99,"Bethlehem Fairfield Shipyard Ic., Baltimore, Ind.",1945/02/27,"Op 27 februari 1945 vaarde het schip op een mijn en zonk in hogergenoemde positie. Het wrak werd opgeruimd tot op 15 m ten opzichte van H - lokaal door Ackermans & Van Haaren Antwerpen in 1962.

B_124_253

Midden 51\xb0 24'.203 - 002\xb0 53'.147
Pt_01  51\xb0 24'.178 - 002\xb0 53'.205
Pt_02  51\xb0 24'.222 - 002\xb0 53'.075

Dieptecijfer gewijzigd naar LAT","MOWT (Mgrs. Houlder Bros & Co.), Baltimore",4,staal,220
Point,2.55043836920483,51.249403649725906,Feature,"63,33","9,64","002\xb0 33,026 E",2,"16,50","51\xb0 14,964 N",1996 / 17 - 129,4,"43,25",-,,6,1988/09/09,"10,00","2000,00",1,16,Frans,1,1925,"12,4 Wk; 13,2 Wk__ GLLWS",4,5,-,3,"13,1 Wk__","105,77","6 TT, DC's",3,15.71,,78,"13,20","260,54","4,30",B_115_233_a,7.5,,-,Destroyer,5,BOURRASQUE,,2007/03/27,468623.93,8.75,,5677656.11,"A.C. de France, Frankrijk",1940/05/30,"De Bourrasque , een torpedojager , werd in mei 1940 ingezet tijdens de evacuatie van Britse en Franse troepen. Op 30 mei 1940 zonk het schip in hoger gemelde positie.

B_115_233

Midden  51\xb0 14'.964 - 002\xb0 33'.026
Pt_01   51\xb0 14'.965 - 002\xb0 33'.057
Pt_02   51\xb0 14'.962 - 002\xb0 33'.000

Dieptecijfer gewijzigd naar LAT",Franse Marine,1,Staal,57
